ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.2521,1.2359,9.7066,-0.208,1.2107,9.7294,-0.0476,0.0093,-0.0374,-0.0025,0.0045,-0.0067,0.0,127.98,505.98,-30.45,345.88,-7.09,1.21,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1848,2019-09-17 01:40:55:472
-0.3,1.2239,9.776,-0.2099,1.2102,9.7294,-0.0278,0.0015,-0.0192,-0.0099,0.0023,-0.0046,0.0,127.38,506.14,-30.02,345.88,-7.09,1.21,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1868,2019-09-17 01:40:55:492
-0.2976,1.2335,9.843,-0.212,1.2093,9.7295,-0.0592,0.0287,0.0331,-0.0105,0.0023,-3.0E-4,0.0,126.62,505.82,-30.75,345.99,-7.08,1.25,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1887,2019-09-17 01:40:55:511
-0.1946,1.1832,9.8502,-0.2125,1.2068,9.7298,-0.0095,-0.0109,0.0587,-0.0014,-0.0072,7.0E-4,0.0,126.79,506.0,-28.98,345.99,-7.08,1.25,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1907,2019-09-17 01:40:55:531
-0.1659,1.1856,9.8143,-0.209,1.2058,9.73,0.0564,-0.0174,-0.0036,0.0013,-0.0083,-0.0088,0.0,126.77,505.98,-30.17,345.99,-7.06,1.24,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1929,2019-09-17 01:40:55:553
-0.1156,1.2,9.8191,-0.2071,1.2054,9.7301,0.0545,-0.0171,0.034,0.0018,-0.0062,-0.0115,0.0,128.27,506.74,-30.92,345.99,-7.06,1.24,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1948,2019-09-17 01:40:55:572
-0.1731,1.1641,9.8502,-0.2058,1.2053,9.7301,0.0808,-0.011,0.03,0.0045,0.005,-0.011,0.0,126.77,507.21,-29.76,346.01,-7.06,1.21,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1968,2019-09-17 01:40:55:592
-0.1539,1.1832,9.9029,-0.2062,1.2047,9.7302,0.0022,-0.031,0.0909,0.0098,0.0135,-0.011,0.0,126.63,505.83,-29.57,346.01,-7.06,1.21,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1987,2019-09-17 01:40:55:611
-0.2042,1.1689,9.8095,-0.2079,1.2065,9.7299,0.0231,-0.0258,0.0334,0.0141,0.0061,-0.0099,0.0,127.51,507.51,-30.51,345.94,-7.07,1.22,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2008,2019-09-17 01:40:55:632
-0.1803,1.1808,9.7281,-0.2084,1.2081,9.7297,0.0129,-0.0167,-0.0087,2.0E-4,-0.0179,-0.0152,0.0,126.92,506.14,-30.02,345.94,-7.07,1.22,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2027,2019-09-17 01:40:55:651
-0.1659,1.2024,9.7233,-0.2029,1.2091,9.7297,0.0504,0.0054,-0.0472,0.0013,-0.0056,-0.0131,0.0,128.29,505.7,-29.41,345.87,-7.08,1.21,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2047,2019-09-17 01:40:55:671
-0.1611,1.2215,9.8263,-0.2018,1.2089,9.7298,0.0552,-0.0435,0.0388,0.0119,0.0077,-0.0158,0.0,126.94,505.38,-29.26,345.87,-7.08,1.21,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2068,2019-09-17 01:40:55:692
-0.2497,1.1904,9.8263,-0.2024,1.2092,9.7297,0.0175,-0.0558,0.0298,0.0151,-3.0E-4,-0.0158,0.0,126.17,506.14,-29.58,346.09,-7.08,1.19,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2088,2019-09-17 01:40:55:712
-0.2593,1.1497,9.9173,-0.2034,1.2093,9.7297,-0.0425,-0.0465,0.111,0.0199,0.0029,-0.0147,0.0,126.02,505.98,-30.17,346.09,-7.08,1.19,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2108,2019-09-17 01:40:55:732
-0.2258,1.1928,9.8957,-0.2046,1.2139,9.7291,-0.0184,-0.0278,0.0849,0.0385,-0.004,-0.0184,0.0,126.49,504.92,-29.39,346.06,-7.09,1.2,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2128,2019-09-17 01:40:55:752
-0.1516,1.2526,9.7113,-0.2021,1.2181,9.7286,0.0413,0.0183,-0.1125,0.0172,-0.0206,-0.019,0.0,126.01,507.51,-29.77,346.06,-7.09,1.2,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2148,2019-09-17 01:40:55:772
-0.1563,1.2862,9.7185,-0.1982,1.2213,9.7283,0.0373,0.0322,-0.0954,0.0103,-0.0158,-0.0158,0.0,126.63,506.14,-29.58,345.98,-7.15,1.17,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2167,2019-09-17 01:40:55:791
-0.1707,1.2766,9.6946,-0.1947,1.2266,9.7277,0.0098,0.037,-0.0875,0.0023,0.0071,-0.0131,0.0,127.51,506.74,-30.92,345.98,-7.15,1.17,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2188,2019-09-17 01:40:55:812
-0.1851,1.2407,9.7545,-0.1956,1.2277,9.7275,-1.0E-4,0.0024,-0.0058,0.0087,0.0082,-0.0152,0.0,127.68,505.07,-30.28,345.85,-7.19,1.15,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2208,2019-09-17 01:40:55:832
-0.1946,1.2119,9.7904,-0.197,1.2285,9.7274,-0.043,-0.0475,-0.0435,-0.0025,-0.0056,-0.0179,0.0,127.54,506.0,-28.98,345.85,-7.19,1.15,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2228,2019-09-17 01:40:55:852
-0.2593,1.2215,9.8047,-0.1981,1.2266,9.7276,-0.0455,-0.0562,0.0357,-9.0E-4,-0.0072,-0.0174,0.0,127.55,505.7,-28.67,345.87,-7.2,1.16,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2248,2019-09-17 01:40:55:872
-0.2306,1.1665,9.855,-0.1982,1.2248,9.7278,-0.0083,-0.0288,0.0562,0.0082,-0.0062,-0.02,0.0,126.63,506.92,-28.87,345.87,-7.2,1.16,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2267,2019-09-17 01:40:55:891
-0.2306,1.2239,9.6946,-0.1986,1.2251,9.7278,-0.0489,0.0077,-0.0705,0.013,-0.0019,-0.019,0.0,126.79,505.69,-28.97,345.98,-7.18,1.17,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2288,2019-09-17 01:40:55:912
-0.2258,1.2479,9.6347,-0.2001,1.2267,9.7276,-0.0231,0.0093,-0.1485,0.0029,0.0066,-0.0142,0.0,126.63,506.14,-29.28,345.98,-7.18,1.17,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2308,2019-09-17 01:40:55:932
-0.209,1.2287,9.7353,-0.2026,1.2268,9.7275,-0.0264,-0.0228,-0.0509,-0.0137,-0.0035,-0.0083,0.0,127.68,506.6,-30.03,345.9,-7.19,1.19,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2328,2019-09-17 01:40:55:952
-0.221,1.1904,9.8047,-0.2032,1.2249,9.7277,-0.0381,-0.0047,0.0054,-0.003,-0.0051,-0.0126,0.0,126.63,506.14,-29.28,345.9,-7.19,1.19,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2348,2019-09-17 01:40:55:972
-0.2114,1.2694,9.7353,-0.2036,1.2232,9.7279,-0.015,0.051,-0.0549,-0.0078,7.0E-4,-0.0062,0.0,126.93,504.61,-30.27,345.96,-7.16,1.2,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2368,2019-09-17 01:40:55:992
-0.1779,1.2957,9.7353,-0.2034,1.2222,9.7281,0.0243,-0.022,-0.0484,-0.0115,0.0013,-0.0035,0.0,126.64,504.61,-29.53,345.96,-7.16,1.2,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2388,2019-09-17 01:40:56:012
-0.1492,1.1808,9.7712,-0.1995,1.2182,9.7286,0.0395,0.0419,0.0089,-0.0216,-0.0147,-0.0056,0.0,126.78,506.45,-29.44,345.96,-7.16,1.2,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2408,2019-09-17 01:40:56:032
-0.13,1.2311,9.843,-0.1969,1.2158,9.729,0.0932,0.0023,0.0135,-0.0131,-9.0E-4,-0.003,0.0,126.64,505.38,-29.26,345.95,-7.14,1.17,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,2428,2019-09-17 01:40:56:052
-0.0965,1.2,9.867,-0.1959,1.2139,9.7293,0.0372,-0.0106,0.0579,-9.0E-4,0.0098,-0.0083,0.0,126.92,506.13,-30.32,345.95,-7.14,1.17,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2448,2019-09-17 01:40:56:072
-0.1396,1.2,9.8478,-0.1963,1.2135,9.7293,0.0341,-0.0222,0.077,0.0034,0.0045,-0.0158,0.0,126.91,507.66,-30.07,346.03,-7.11,1.15,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2467,2019-09-17 01:40:56:091
-0.1851,1.1928,9.8526,-0.1956,1.2127,9.7294,0.0106,-0.0025,0.0589,-0.0099,-0.0099,-0.0238,0.0,126.78,506.45,-29.44,346.03,-7.11,1.15,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2488,2019-09-17 01:40:56:112
-0.197,1.2455,9.8454,-0.195,1.2126,9.7294,-0.0163,0.0153,0.0587,0.0013,-0.0035,-0.0184,0.0,126.92,506.13,-30.32,345.98,-7.1,1.15,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2508,2019-09-17 01:40:56:132
-0.2377,1.2862,9.7569,-0.1969,1.2149,9.7291,-0.0312,0.087,0.0337,0.0098,-0.0014,-0.0115,0.0,127.23,506.75,-29.74,345.98,-7.1,1.15,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2528,2019-09-17 01:40:56:152
-0.2162,1.2646,9.7832,-0.1982,1.217,9.7288,-0.0705,0.0682,5.0E-4,0.0023,-0.0078,-0.0078,0.0,128.13,506.14,-30.01,345.88,-7.13,1.17,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2547,2019-09-17 01:40:56:171
-0.2138,1.2431,9.8358,-0.1973,1.2179,9.7287,-0.0474,0.0061,0.0368,0.0018,-0.0115,-0.0094,0.0,126.18,505.37,-29.56,345.88,-7.13,1.17,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2568,2019-09-17 01:40:56:192
-0.2234,1.2239,9.7569,-0.1965,1.2186,9.7287,-0.0219,-0.0044,0.0359,0.0077,-0.0035,-0.0088,0.0,128.14,505.85,-29.27,345.87,-7.14,1.16,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2588,2019-09-17 01:40:56:212
-0.2306,1.2718,9.7952,-0.1968,1.2215,9.7283,-0.0073,0.0205,-0.0649,0.0114,0.0018,-0.0104,0.0,126.76,505.97,-30.9,345.87,-7.14,1.16,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2608,2019-09-17 01:40:56:232
-0.2162,1.2622,9.7569,-0.1979,1.2222,9.7282,-0.0069,0.0374,-0.0618,7.0E-4,0.0055,-0.003,0.0,128.27,506.44,-30.91,345.88,-7.16,1.17,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2628,2019-09-17 01:40:56:252
-0.1803,1.2359,9.8071,-0.1984,1.2224,9.7281,0.0092,-0.032,0.0153,-0.0051,-0.0078,-0.0142,0.0,128.29,505.23,-30.13,345.88,-7.16,1.17,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2647,2019-09-17 01:40:56:271
-0.2138,1.2359,9.8478,-0.1969,1.2217,9.7283,0.0219,0.0098,0.0622,-0.0073,-0.0078,-0.0104,0.0,127.54,506.46,-28.99,345.87,-7.16,1.17,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2668,2019-09-17 01:40:56:292
-0.209,1.2766,9.788,-0.1957,1.2216,9.7283,-0.0145,0.0391,-0.0119,0.0013,-0.0056,-0.0099,0.0,127.53,505.99,-30.16,345.87,-7.16,1.17,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2688,2019-09-17 01:40:56:312
-0.1922,1.2072,9.8311,-0.1941,1.2226,9.7282,-0.0246,0.0311,-0.0068,-0.0067,-0.011,7.0E-4,0.0,128.91,505.1,-28.79,345.74,-7.16,1.15,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2708,2019-09-17 01:40:56:332
-0.2042,1.2263,9.8574,-0.1924,1.2222,9.7283,0.0047,-0.0128,0.0271,-0.0019,-0.0158,-0.003,0.0,126.77,506.44,-30.18,345.74,-7.16,1.15,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2728,2019-09-17 01:40:56:352
-0.1851,1.2407,9.7712,-0.188,1.2219,9.7284,0.033,-0.0258,0.0074,0.0082,-0.0104,-0.0078,0.0,127.99,506.0,-29.42,345.87,-7.16,1.12,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2748,2019-09-17 01:40:56:372
-0.1898,1.2215,9.7569,-0.1851,1.2224,9.7284,0.0264,-0.0106,-0.0349,-0.0014,-0.0174,-0.0099,0.0,127.24,506.0,-28.98,345.87,-7.16,1.12,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2767,2019-09-17 01:40:56:391
-0.1563,1.2167,9.855,-0.1809,1.2215,9.7286,0.0247,0.0047,0.0333,7.0E-4,-0.0232,-0.0168,0.0,128.14,506.92,-29.3,345.89,-7.16,1.09,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2788,2019-09-17 01:40:56:412
-0.2042,1.2766,9.7281,-0.1788,1.2215,9.7286,-0.0074,-0.0193,-0.0021,0.0061,-0.0115,-0.0152,0.0,126.62,507.36,-29.62,345.89,-7.16,1.09,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2808,2019-09-17 01:40:56:432
-0.2186,1.2814,9.7449,-0.1758,1.2233,9.7285,-0.0248,-0.0365,-0.0277,0.0013,-0.0131,-0.0035,0.0,128.29,506.46,-29.73,345.87,-7.16,1.04,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2828,2019-09-17 01:40:56:452
-0.1468,1.1928,9.764,-0.1722,1.2223,9.7287,0.0075,-0.0162,-0.0473,-0.011,-0.0264,-0.0088,0.0,128.73,507.22,-30.19,345.87,-7.16,1.04,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2847,2019-09-17 01:40:56:471
-0.1731,1.2048,9.7808,-0.1677,1.2201,9.729,0.0232,-0.0427,-0.0314,-0.0067,-0.0248,-0.0083,0.0,126.17,507.36,-29.33,346.1,-7.15,0.99,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2867,2019-09-17 01:40:56:491
-0.1228,1.1952,9.7784,-0.1601,1.2168,9.7295,0.0599,-0.0235,-0.0287,-0.0099,-0.0184,-0.0099,0.0,127.23,506.76,-29.45,346.1,-7.15,0.99,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2888,2019-09-17 01:40:56:512
-0.0989,1.2191,9.7808,-0.1563,1.2155,9.7298,0.0656,-0.0018,-0.0023,-0.0105,-0.0195,-0.0168,0.0,126.48,506.45,-29.0,346.07,-7.12,0.92,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2908,2019-09-17 01:40:56:532
-0.1252,1.2287,9.8311,-0.1533,1.2143,9.73,0.0243,0.0208,0.0196,-0.0073,-0.0115,-0.0152,0.0,126.78,506.46,-29.0,346.07,-7.12,0.92,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2927,2019-09-17 01:40:56:551
-0.1946,1.2024,9.8526,-0.1502,1.2133,9.7301,-0.047,-0.0276,0.0618,-0.0051,-0.0285,-0.0163,0.0,128.74,504.93,-30.12,345.72,-7.11,0.9,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2948,2019-09-17 01:40:56:572
-0.1875,1.2167,9.8191,-0.1467,1.2124,9.7303,-0.0565,0.0138,0.0277,0.0039,-0.0302,-0.0131,0.0,126.17,506.59,-29.6,345.72,-7.11,0.9,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2968,2019-09-17 01:40:56:592
-0.1659,1.2503,9.7305,-0.1434,1.2126,9.7303,-0.024,0.0066,-0.0716,7.0E-4,-0.0269,-0.0142,0.0,126.94,505.85,-28.83,345.96,-7.1,0.84,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,2988,2019-09-17 01:40:56:612
-0.1803,1.2431,9.7592,-0.1414,1.2129,9.7303,-0.0259,0.0221,-0.0614,-0.0057,-0.0179,-0.0088,0.0,127.98,506.45,-29.73,345.96,-7.1,0.84,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3008,2019-09-17 01:40:56:632
-0.1132,1.267,9.7664,-0.1384,1.2129,9.7304,0.0201,-0.0268,-0.016,0.0018,-0.0136,-0.0115,0.0,125.7,505.95,-31.65,346.07,-7.1,0.81,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3032,2019-09-17 01:40:56:656
-0.1731,1.2981,9.6874,-0.1384,1.2129,9.7304,-0.0092,0.0792,-0.09,-0.0174,-0.0248,-0.012,0.0,125.7,505.95,-31.65,346.07,-7.1,0.81,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3047,2019-09-17 01:40:56:671
-0.1851,1.2646,9.7736,-0.1314,1.2121,9.7306,-0.0021,0.0673,-0.0136,-0.0201,-0.0136,-0.0046,0.0,127.97,505.67,-30.89,346.07,-7.1,0.81,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3068,2019-09-17 01:40:56:692
-0.2353,1.2359,9.7928,-0.1314,1.2102,9.7308,-0.1026,0.0189,0.0015,-0.0147,-0.0083,-9.0E-4,0.0,127.39,505.08,-29.25,345.92,-7.09,0.77,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3087,2019-09-17 01:40:56:711
-0.209,1.2263,9.8023,-0.1335,1.2065,9.7312,-0.1218,0.0641,-0.026,-0.0216,-0.0072,0.0087,0.0,128.44,505.85,-29.56,345.92,-7.09,0.77,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3108,2019-09-17 01:40:56:732
-0.1611,1.2407,9.9149,-0.1347,1.2042,9.7315,-0.0076,0.0322,0.118,-0.0083,0.0018,0.0125,0.0,126.02,507.21,-29.47,346.09,-7.07,0.79,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3128,2019-09-17 01:40:56:752
-0.1252,1.1665,9.8957,-0.1314,1.2022,9.7318,0.0167,-0.034,0.1065,-0.0046,-0.0248,0.0098,0.0,126.47,506.74,-30.19,346.09,-7.07,0.79,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3148,2019-09-17 01:40:56:772
-0.1132,1.2,9.6946,-0.1257,1.2006,9.7321,0.0442,-0.0061,-0.0626,-0.0206,-0.0349,0.0093,0.0,126.78,506.45,-29.44,345.95,-7.04,0.77,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3168,2019-09-17 01:40:56:792
-0.0821,1.2311,9.7185,-0.1207,1.197,9.7326,0.0337,0.0422,-0.0444,-0.027,-0.0243,0.0125,0.0,127.69,505.84,-29.56,345.95,-7.04,0.77,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3188,2019-09-17 01:40:56:812
-0.1084,1.2215,9.7066,-0.1177,1.1891,9.7336,0.0076,0.0189,-0.1105,-0.0355,0.0029,0.0183,0.0,126.62,506.59,-30.33,345.98,-6.99,0.7,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3208,2019-09-17 01:40:56:832
-0.1132,1.1808,9.6683,-0.1177,1.1857,9.734,0.0171,-0.0038,-0.126,-0.0366,0.0071,0.0178,0.0,127.51,506.73,-31.66,345.98,-6.99,0.7,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3228,2019-09-17 01:40:56:852
-0.0725,1.1928,9.7592,-0.1184,1.1754,9.7352,0.0393,0.0346,-0.0593,-0.0461,0.0141,0.0274,0.0,126.92,506.59,-30.33,345.98,-6.92,0.69,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3249,2019-09-17 01:40:56:873
-0.0582,1.1329,9.7401,-0.1201,1.1692,9.736,0.0422,-0.0381,-0.0094,-0.0429,0.0279,0.0199,0.0,126.76,508.28,-29.8,345.98,-6.92,0.69,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3268,2019-09-17 01:40:56:892
-0.0677,1.1641,9.867,-0.1211,1.155,9.7376,0.0887,-0.0405,0.0218,-0.0477,0.0173,0.0199,0.0,128.13,506.14,-30.01,345.85,-6.81,0.71,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3288,2019-09-17 01:40:56:912
-0.039,1.1377,9.9005,-0.1204,1.1495,9.7383,0.1084,-0.0206,0.0043,-0.0563,0.0141,0.0071,0.0,126.63,506.6,-29.3,345.85,-6.81,0.71,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3308,2019-09-17 01:40:56:932
-0.039,1.0994,9.922,-0.1205,1.1414,9.7393,0.081,-0.0102,0.083,-0.0456,0.0231,0.0029,0.0,125.87,507.67,-29.34,346.11,-6.68,0.71,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3327,2019-09-17 01:40:56:951
-0.1587,1.1018,9.9436,-0.1301,1.1268,9.7408,-0.0266,-0.0454,0.1331,-0.0296,0.0364,0.0045,0.0,125.4,506.57,-30.78,346.11,-6.68,0.71,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3348,2019-09-17 01:40:56:972
-0.0965,1.097,10.0226,-0.1325,1.1219,9.7414,0.0274,-0.0314,0.1908,-0.0201,0.013,0.0029,0.0,126.76,507.5,-30.51,346.02,-6.6,0.77,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3368,2019-09-17 01:40:56:992
-0.1156,1.1305,9.788,-0.1319,1.1193,9.7417,0.0555,-0.0195,0.0879,-0.0089,-0.0099,-0.0035,0.0,126.94,505.08,-29.54,346.02,-6.6,0.77,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3388,2019-09-17 01:40:57:012
-0.0342,1.121,9.7185,-0.1249,1.1145,9.7423,0.0988,0.024,-0.0837,-0.0238,-0.0142,-0.0046,0.0,126.78,505.99,-29.72,345.96,-6.54,0.76,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3407,2019-09-17 01:40:57:031
-0.0534,1.1305,9.7569,-0.1211,1.1106,9.7428,0.0745,0.0233,-0.0512,-0.0286,-0.0046,-0.0078,0.0,127.23,507.22,-29.46,345.96,-6.54,0.76,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 34,3428,2019-09-17 01:40:57:052
-0.0869,1.1162,9.8215,-0.1186,1.1036,9.7436,0.0421,0.0066,0.0011,-0.0291,0.0061,-0.0067,0.0,125.86,506.89,-30.35,346.09,-6.48,0.7,67.845924,20.221369,1687.1,NaN,0.0,10.374194,,27 / 31,3449,2019-09-17 01:40:57:073
-0.0773,1.0827,9.7736,-0.1186,1.0983,9.7442,0.0456,-0.0431,-0.0288,-0.0227,0.0045,-0.0072,0.0,125.27,506.74,-29.46,346.09,-6.48,0.7,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3468,2019-09-17 01:40:57:092
0.0017,1.0683,9.8119,-0.1157,1.0932,9.7448,0.0751,-0.0631,0.0043,-0.0318,-0.0078,-0.0152,0.0,126.93,506.6,-29.59,345.99,-6.43,0.7,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3488,2019-09-17 01:40:57:112
0.0089,1.0324,10.0298,-0.1122,1.0869,9.7456,0.1038,-0.094,0.0724,-0.0195,-3.0E-4,-0.0253,0.0,125.28,506.76,-28.43,345.99,-6.43,0.7,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3508,2019-09-17 01:40:57:132
-0.0055,0.9989,10.0801,-0.1074,1.0781,9.7466,0.1195,-0.0946,0.2782,-9.0E-4,0.0018,-0.0381,0.0,127.52,507.2,-30.49,345.88,-6.33,0.64,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3527,2019-09-17 01:40:57:151
-0.0701,1.0156,10.0058,-0.105,1.0767,9.7468,0.0705,-0.1046,0.1877,0.0178,-0.0115,-0.0578,0.0,126.47,506.74,-30.19,345.88,-6.33,0.64,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3548,2019-09-17 01:40:57:172
-0.1013,1.0946,9.8311,-0.1022,1.0775,9.7467,-0.0341,-0.0399,0.0808,0.0252,-0.0317,-0.0653,0.0,126.0,507.18,-31.24,346.09,-6.31,0.6,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3568,2019-09-17 01:40:57:192
-0.1659,1.1042,9.776,-0.0973,1.0843,9.746,-0.0606,0.0082,-0.0549,0.0311,-0.0328,-0.0557,0.0,126.47,506.75,-29.75,346.09,-6.31,0.6,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3589,2019-09-17 01:40:57:213
-0.1252,1.1257,9.7233,-0.0923,1.0929,9.7451,-0.0549,0.0206,-0.1231,0.0178,-0.0323,-0.0488,0.0,127.22,506.75,-30.19,345.98,-6.38,0.56,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3607,2019-09-17 01:40:57:231
-0.1851,1.1186,9.7257,-0.0887,1.0953,9.7449,-0.0754,0.009,-0.1043,0.0141,-0.0397,-0.0477,0.0,127.98,506.45,-29.73,345.98,-6.38,0.56,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3627,2019-09-17 01:40:57:251
-0.0486,1.0851,9.6778,-0.0819,1.0975,9.7447,-0.0139,0.0127,-0.1118,0.0156,-0.0403,-0.0504,0.0,127.22,507.52,-29.47,346.0,-6.42,0.5,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3647,2019-09-17 01:40:57:271
